txName: T2ttC
constraint: 2.23*([[['b','jet','jet']],[['b','jet','jet']]])
[[[6.625000E+02*GeV,6.446330E+02*GeV],[6.625000E+02*GeV,6.446330E+02*GeV]],1.366800E-01*pb],
[[[6.625000E+02*GeV,6.397000E+02*GeV],[6.625000E+02*GeV,6.397000E+02*GeV]],1.252700E-01*pb],
[[[6.625000E+02*GeV,6.347670E+02*GeV],[6.625000E+02*GeV,6.347670E+02*GeV]],1.158800E-01*pb],
[[[6.625000E+02*GeV,6.298330E+02*GeV],[6.625000E+02*GeV,6.298330E+02*GeV]],1.085400E-01*pb],
[[[6.625000E+02*GeV,6.249000E+02*GeV],[6.625000E+02*GeV,6.249000E+02*GeV]],1.091700E-01*pb],
[[[6.625000E+02*GeV,6.199670E+02*GeV],[6.625000E+02*GeV,6.199670E+02*GeV]],1.073300E-01*pb],
[[[6.625000E+02*GeV,6.150330E+02*GeV],[6.625000E+02*GeV,6.150330E+02*GeV]],1.119100E-01*pb],
[[[6.625000E+02*GeV,6.101000E+02*GeV],[6.625000E+02*GeV,6.101000E+02*GeV]],1.143200E-01*pb],
[[[6.625000E+02*GeV,6.051670E+02*GeV],[6.625000E+02*GeV,6.051670E+02*GeV]],1.155100E-01*pb],
[[[6.625000E+02*GeV,6.002330E+02*GeV],[6.625000E+02*GeV,6.002330E+02*GeV]],1.166000E-01*pb],
[[[6.625000E+02*GeV,5.953000E+02*GeV],[6.625000E+02*GeV,5.953000E+02*GeV]],1.247300E-01*pb],
[[[6.625000E+02*GeV,5.903670E+02*GeV],[6.625000E+02*GeV,5.903670E+02*GeV]],1.324900E-01*pb],
[[[6.625000E+02*GeV,5.854330E+02*GeV],[6.625000E+02*GeV,5.854330E+02*GeV]],1.486800E-01*pb],
[[[6.750000E+02*GeV,6.750000E+02*GeV],[6.750000E+02*GeV,6.750000E+02*GeV]],1.453400E-01*pb],
[[[6.750000E+02*GeV,6.620670E+02*GeV],[6.750000E+02*GeV,6.620670E+02*GeV]],1.453400E-01*pb],
[[[6.750000E+02*GeV,6.571330E+02*GeV],[6.750000E+02*GeV,6.571330E+02*GeV]],1.337500E-01*pb],
[[[6.750000E+02*GeV,6.522000E+02*GeV],[6.750000E+02*GeV,6.522000E+02*GeV]],1.192800E-01*pb],
[[[6.750000E+02*GeV,6.472670E+02*GeV],[6.750000E+02*GeV,6.472670E+02*GeV]],1.114500E-01*pb],
[[[6.750000E+02*GeV,6.423330E+02*GeV],[6.750000E+02*GeV,6.423330E+02*GeV]],1.055800E-01*pb],
[[[6.750000E+02*GeV,6.374000E+02*GeV],[6.750000E+02*GeV,6.374000E+02*GeV]],1.093900E-01*pb],
[[[6.750000E+02*GeV,6.324670E+02*GeV],[6.750000E+02*GeV,6.324670E+02*GeV]],1.099600E-01*pb],
[[[6.750000E+02*GeV,6.275330E+02*GeV],[6.750000E+02*GeV,6.275330E+02*GeV]],1.124900E-01*pb],
[[[6.750000E+02*GeV,6.226000E+02*GeV],[6.750000E+02*GeV,6.226000E+02*GeV]],1.124900E-01*pb],
[[[6.750000E+02*GeV,6.176670E+02*GeV],[6.750000E+02*GeV,6.176670E+02*GeV]],1.135700E-01*pb],
[[[6.750000E+02*GeV,6.127330E+02*GeV],[6.750000E+02*GeV,6.127330E+02*GeV]],1.145200E-01*pb],
[[[6.750000E+02*GeV,6.078000E+02*GeV],[6.750000E+02*GeV,6.078000E+02*GeV]],1.220200E-01*pb],
[[[6.750000E+02*GeV,6.028670E+02*GeV],[6.750000E+02*GeV,6.028670E+02*GeV]],1.288700E-01*pb],
[[[6.750000E+02*GeV,5.979330E+02*GeV],[6.750000E+02*GeV,5.979330E+02*GeV]],1.438900E-01*pb],
[[[6.875000E+02*GeV,6.875000E+02*GeV],[6.875000E+02*GeV,6.875000E+02*GeV]],1.427600E-01*pb],
[[[6.875000E+02*GeV,6.745670E+02*GeV],[6.875000E+02*GeV,6.745670E+02*GeV]],1.427600E-01*pb],
[[[6.875000E+02*GeV,6.696330E+02*GeV],[6.875000E+02*GeV,6.696330E+02*GeV]],1.279300E-01*pb],
[[[6.875000E+02*GeV,6.647000E+02*GeV],[6.875000E+02*GeV,6.647000E+02*GeV]],1.138200E-01*pb],
[[[6.875000E+02*GeV,6.597670E+02*GeV],[6.875000E+02*GeV,6.597670E+02*GeV]],1.075500E-01*pb],
[[[6.875000E+02*GeV,6.548330E+02*GeV],[6.875000E+02*GeV,6.548330E+02*GeV]],1.030600E-01*pb],
[[[6.875000E+02*GeV,6.499000E+02*GeV],[6.875000E+02*GeV,6.499000E+02*GeV]],1.068600E-01*pb],
[[[6.875000E+02*GeV,6.449670E+02*GeV],[6.875000E+02*GeV,6.449670E+02*GeV]],1.094600E-01*pb],
[[[6.875000E+02*GeV,6.400330E+02*GeV],[6.875000E+02*GeV,6.400330E+02*GeV]],1.094600E-01*pb],
[[[6.875000E+02*GeV,6.351000E+02*GeV],[6.875000E+02*GeV,6.351000E+02*GeV]],1.100500E-01*pb],
[[[6.875000E+02*GeV,6.301670E+02*GeV],[6.875000E+02*GeV,6.301670E+02*GeV]],1.105100E-01*pb],
[[[6.875000E+02*GeV,6.252330E+02*GeV],[6.875000E+02*GeV,6.252330E+02*GeV]],1.114700E-01*pb],
[[[6.875000E+02*GeV,6.203000E+02*GeV],[6.875000E+02*GeV,6.203000E+02*GeV]],1.181800E-01*pb],
[[[6.875000E+02*GeV,6.153670E+02*GeV],[6.875000E+02*GeV,6.153670E+02*GeV]],1.250300E-01*pb],
[[[6.875000E+02*GeV,6.104330E+02*GeV],[6.875000E+02*GeV,6.104330E+02*GeV]],1.372700E-01*pb],
[[[7.000000E+02*GeV,7.000000E+02*GeV],[7.000000E+02*GeV,7.000000E+02*GeV]],1.371900E-01*pb],
[[[7.000000E+02*GeV,6.870670E+02*GeV],[7.000000E+02*GeV,6.870670E+02*GeV]],1.371900E-01*pb],
[[[7.000000E+02*GeV,6.821330E+02*GeV],[7.000000E+02*GeV,6.821330E+02*GeV]],1.225500E-01*pb],
[[[7.000000E+02*GeV,6.772000E+02*GeV],[7.000000E+02*GeV,6.772000E+02*GeV]],1.086200E-01*pb],
[[[7.000000E+02*GeV,6.722670E+02*GeV],[7.000000E+02*GeV,6.722670E+02*GeV]],1.040200E-01*pb],
[[[7.000000E+02*GeV,6.673330E+02*GeV],[7.000000E+02*GeV,6.673330E+02*GeV]],1.011300E-01*pb],
[[[7.000000E+02*GeV,6.624000E+02*GeV],[7.000000E+02*GeV,6.624000E+02*GeV]],1.036100E-01*pb],
[[[7.000000E+02*GeV,6.574670E+02*GeV],[7.000000E+02*GeV,6.574670E+02*GeV]],1.048000E-01*pb],
[[[7.000000E+02*GeV,6.525330E+02*GeV],[7.000000E+02*GeV,6.525330E+02*GeV]],1.054600E-01*pb],
[[[7.000000E+02*GeV,6.476000E+02*GeV],[7.000000E+02*GeV,6.476000E+02*GeV]],1.068100E-01*pb],
[[[7.000000E+02*GeV,6.426670E+02*GeV],[7.000000E+02*GeV,6.426670E+02*GeV]],1.066800E-01*pb],
[[[7.000000E+02*GeV,6.377330E+02*GeV],[7.000000E+02*GeV,6.377330E+02*GeV]],1.070700E-01*pb],
[[[7.000000E+02*GeV,6.328000E+02*GeV],[7.000000E+02*GeV,6.328000E+02*GeV]],1.139100E-01*pb],
[[[7.000000E+02*GeV,6.278670E+02*GeV],[7.000000E+02*GeV,6.278670E+02*GeV]],1.208900E-01*pb],
[[[7.000000E+02*GeV,6.229330E+02*GeV],[7.000000E+02*GeV,6.229330E+02*GeV]],1.320500E-01*pb],
[[[7.125000E+02*GeV,7.125000E+02*GeV],[7.125000E+02*GeV,7.125000E+02*GeV]],1.322900E-01*pb],
[[[7.125000E+02*GeV,6.995670E+02*GeV],[7.125000E+02*GeV,6.995670E+02*GeV]],1.322900E-01*pb],
[[[7.125000E+02*GeV,6.946330E+02*GeV],[7.125000E+02*GeV,6.946330E+02*GeV]],1.199100E-01*pb],
[[[7.125000E+02*GeV,6.897000E+02*GeV],[7.125000E+02*GeV,6.897000E+02*GeV]],1.060000E-01*pb],
[[[7.125000E+02*GeV,6.847670E+02*GeV],[7.125000E+02*GeV,6.847670E+02*GeV]],1.016900E-01*pb],
[[[7.125000E+02*GeV,6.798330E+02*GeV],[7.125000E+02*GeV,6.798330E+02*GeV]],9.867900E-02*pb],
[[[7.125000E+02*GeV,6.749000E+02*GeV],[7.125000E+02*GeV,6.749000E+02*GeV]],9.966900E-02*pb],
[[[7.125000E+02*GeV,6.699670E+02*GeV],[7.125000E+02*GeV,6.699670E+02*GeV]],1.009400E-01*pb],
[[[7.125000E+02*GeV,6.650330E+02*GeV],[7.125000E+02*GeV,6.650330E+02*GeV]],1.044500E-01*pb],
[[[7.125000E+02*GeV,6.601000E+02*GeV],[7.125000E+02*GeV,6.601000E+02*GeV]],1.058000E-01*pb],
[[[7.125000E+02*GeV,6.551670E+02*GeV],[7.125000E+02*GeV,6.551670E+02*GeV]],1.036400E-01*pb],
[[[7.125000E+02*GeV,6.502330E+02*GeV],[7.125000E+02*GeV,6.502330E+02*GeV]],1.034900E-01*pb],
[[[7.125000E+02*GeV,6.453000E+02*GeV],[7.125000E+02*GeV,6.453000E+02*GeV]],1.109300E-01*pb],
[[[7.125000E+02*GeV,6.403670E+02*GeV],[7.125000E+02*GeV,6.403670E+02*GeV]],1.180200E-01*pb],
[[[7.125000E+02*GeV,6.354330E+02*GeV],[7.125000E+02*GeV,6.354330E+02*GeV]],1.281800E-01*pb],
[[[7.250000E+02*GeV,7.250000E+02*GeV],[7.250000E+02*GeV,7.250000E+02*GeV]],1.270000E-01*pb],
[[[7.250000E+02*GeV,7.120670E+02*GeV],[7.250000E+02*GeV,7.120670E+02*GeV]],1.270000E-01*pb],
[[[7.250000E+02*GeV,7.071330E+02*GeV],[7.250000E+02*GeV,7.071330E+02*GeV]],1.178600E-01*pb],
[[[7.250000E+02*GeV,7.022000E+02*GeV],[7.250000E+02*GeV,7.022000E+02*GeV]],1.059200E-01*pb],
[[[7.250000E+02*GeV,6.972670E+02*GeV],[7.250000E+02*GeV,6.972670E+02*GeV]],1.000300E-01*pb],
[[[7.250000E+02*GeV,6.923330E+02*GeV],[7.250000E+02*GeV,6.923330E+02*GeV]],9.594600E-02*pb],
[[[7.250000E+02*GeV,6.874000E+02*GeV],[7.250000E+02*GeV,6.874000E+02*GeV]],9.666700E-02*pb],
[[[7.250000E+02*GeV,6.824670E+02*GeV],[7.250000E+02*GeV,6.824670E+02*GeV]],9.773300E-02*pb],
[[[7.250000E+02*GeV,6.775330E+02*GeV],[7.250000E+02*GeV,6.775330E+02*GeV]],1.036300E-01*pb],
[[[7.250000E+02*GeV,6.726000E+02*GeV],[7.250000E+02*GeV,6.726000E+02*GeV]],1.070200E-01*pb],
[[[7.250000E+02*GeV,6.676670E+02*GeV],[7.250000E+02*GeV,6.676670E+02*GeV]],1.027600E-01*pb],
[[[7.250000E+02*GeV,6.627330E+02*GeV],[7.250000E+02*GeV,6.627330E+02*GeV]],1.006300E-01*pb],
[[[7.250000E+02*GeV,6.578000E+02*GeV],[7.250000E+02*GeV,6.578000E+02*GeV]],1.087000E-01*pb],
[[[7.250000E+02*GeV,6.528670E+02*GeV],[7.250000E+02*GeV,6.528670E+02*GeV]],1.164500E-01*pb],
[[[7.250000E+02*GeV,6.479330E+02*GeV],[7.250000E+02*GeV,6.479330E+02*GeV]],1.256800E-01*pb],
[[[7.375000E+02*GeV,7.375000E+02*GeV],[7.375000E+02*GeV,7.375000E+02*GeV]],1.210000E-01*pb],
[[[7.375000E+02*GeV,7.245670E+02*GeV],[7.375000E+02*GeV,7.245670E+02*GeV]],1.210000E-01*pb],
[[[7.375000E+02*GeV,7.196330E+02*GeV],[7.375000E+02*GeV,7.196330E+02*GeV]],1.122300E-01*pb],
[[[7.375000E+02*GeV,7.147000E+02*GeV],[7.375000E+02*GeV,7.147000E+02*GeV]],1.035600E-01*pb],
[[[7.375000E+02*GeV,7.097670E+02*GeV],[7.375000E+02*GeV,7.097670E+02*GeV]],9.908800E-02*pb],
[[[7.375000E+02*GeV,7.048330E+02*GeV],[7.375000E+02*GeV,7.048330E+02*GeV]],9.352900E-02*pb],
[[[7.375000E+02*GeV,6.999000E+02*GeV],[7.375000E+02*GeV,6.999000E+02*GeV]],9.489100E-02*pb],
[[[7.375000E+02*GeV,6.949670E+02*GeV],[7.375000E+02*GeV,6.949670E+02*GeV]],9.558700E-02*pb],
[[[7.375000E+02*GeV,6.900330E+02*GeV],[7.375000E+02*GeV,6.900330E+02*GeV]],9.845000E-02*pb],
[[[7.375000E+02*GeV,6.851000E+02*GeV],[7.375000E+02*GeV,6.851000E+02*GeV]],1.043400E-01*pb],
[[[7.375000E+02*GeV,6.801670E+02*GeV],[7.375000E+02*GeV,6.801670E+02*GeV]],1.034400E-01*pb],
[[[7.375000E+02*GeV,6.752330E+02*GeV],[7.375000E+02*GeV,6.752330E+02*GeV]],9.910900E-02*pb],
[[[7.375000E+02*GeV,6.703000E+02*GeV],[7.375000E+02*GeV,6.703000E+02*GeV]],1.054100E-01*pb],
[[[7.375000E+02*GeV,6.653670E+02*GeV],[7.375000E+02*GeV,6.653670E+02*GeV]],1.138300E-01*pb],
[[[7.375000E+02*GeV,6.604330E+02*GeV],[7.375000E+02*GeV,6.604330E+02*GeV]],1.212900E-01*pb],
[[[7.500000E+02*GeV,7.500000E+02*GeV],[7.500000E+02*GeV,7.500000E+02*GeV]],1.137800E-01*pb],
[[[7.500000E+02*GeV,7.370670E+02*GeV],[7.500000E+02*GeV,7.370670E+02*GeV]],1.137800E-01*pb],
[[[7.500000E+02*GeV,7.321330E+02*GeV],[7.500000E+02*GeV,7.321330E+02*GeV]],1.056900E-01*pb],
[[[7.500000E+02*GeV,7.272000E+02*GeV],[7.500000E+02*GeV,7.272000E+02*GeV]],9.744600E-02*pb],
[[[7.500000E+02*GeV,7.222670E+02*GeV],[7.500000E+02*GeV,7.222670E+02*GeV]],9.532600E-02*pb],
[[[7.500000E+02*GeV,7.173330E+02*GeV],[7.500000E+02*GeV,7.173330E+02*GeV]],9.139500E-02*pb],
[[[7.500000E+02*GeV,7.124000E+02*GeV],[7.500000E+02*GeV,7.124000E+02*GeV]],9.370800E-02*pb],
[[[7.500000E+02*GeV,7.074670E+02*GeV],[7.500000E+02*GeV,7.074670E+02*GeV]],9.513300E-02*pb],
[[[7.500000E+02*GeV,7.025330E+02*GeV],[7.500000E+02*GeV,7.025330E+02*GeV]],9.397700E-02*pb],
[[[7.500000E+02*GeV,6.976000E+02*GeV],[7.500000E+02*GeV,6.976000E+02*GeV]],9.644600E-02*pb],
[[[7.500000E+02*GeV,6.926670E+02*GeV],[7.500000E+02*GeV,6.926670E+02*GeV]],9.956800E-02*pb],
[[[7.500000E+02*GeV,6.877330E+02*GeV],[7.500000E+02*GeV,6.877330E+02*GeV]],9.903900E-02*pb],
[[[7.500000E+02*GeV,6.828000E+02*GeV],[7.500000E+02*GeV,6.828000E+02*GeV]],1.034900E-01*pb],
[[[7.500000E+02*GeV,6.778670E+02*GeV],[7.500000E+02*GeV,6.778670E+02*GeV]],1.099600E-01*pb],
[[[7.500000E+02*GeV,6.729330E+02*GeV],[7.500000E+02*GeV,6.729330E+02*GeV]],1.153800E-01*pb],
[[[7.625000E+02*GeV,7.625000E+02*GeV],[7.625000E+02*GeV,7.625000E+02*GeV]],1.099100E-01*pb],
[[[7.625000E+02*GeV,7.495670E+02*GeV],[7.625000E+02*GeV,7.495670E+02*GeV]],1.099100E-01*pb],
[[[7.625000E+02*GeV,7.446330E+02*GeV],[7.625000E+02*GeV,7.446330E+02*GeV]],1.030400E-01*pb],
[[[7.625000E+02*GeV,7.397000E+02*GeV],[7.625000E+02*GeV,7.397000E+02*GeV]],9.508700E-02*pb],
[[[7.625000E+02*GeV,7.347670E+02*GeV],[7.625000E+02*GeV,7.347670E+02*GeV]],9.131500E-02*pb],
[[[7.625000E+02*GeV,7.298330E+02*GeV],[7.625000E+02*GeV,7.298330E+02*GeV]],8.927400E-02*pb],
[[[7.625000E+02*GeV,7.249000E+02*GeV],[7.625000E+02*GeV,7.249000E+02*GeV]],9.048400E-02*pb],
[[[7.625000E+02*GeV,7.199670E+02*GeV],[7.625000E+02*GeV,7.199670E+02*GeV]],9.276800E-02*pb],
[[[7.625000E+02*GeV,7.150330E+02*GeV],[7.625000E+02*GeV,7.150330E+02*GeV]],9.223300E-02*pb],
[[[7.625000E+02*GeV,7.101000E+02*GeV],[7.625000E+02*GeV,7.101000E+02*GeV]],9.107700E-02*pb],
[[[7.625000E+02*GeV,7.051670E+02*GeV],[7.625000E+02*GeV,7.051670E+02*GeV]],9.410300E-02*pb],
[[[7.625000E+02*GeV,7.002330E+02*GeV],[7.625000E+02*GeV,7.002330E+02*GeV]],9.726600E-02*pb],
[[[7.625000E+02*GeV,6.953000E+02*GeV],[7.625000E+02*GeV,6.953000E+02*GeV]],1.025500E-01*pb],
[[[7.625000E+02*GeV,6.903670E+02*GeV],[7.625000E+02*GeV,6.903670E+02*GeV]],1.073700E-01*pb],
[[[7.625000E+02*GeV,6.854330E+02*GeV],[7.625000E+02*GeV,6.854330E+02*GeV]],1.125400E-01*pb],
[[[7.750000E+02*GeV,7.750000E+02*GeV],[7.750000E+02*GeV,7.750000E+02*GeV]],1.088000E-01*pb],
[[[7.750000E+02*GeV,7.620670E+02*GeV],[7.750000E+02*GeV,7.620670E+02*GeV]],1.088000E-01*pb],
[[[7.750000E+02*GeV,7.571330E+02*GeV],[7.750000E+02*GeV,7.571330E+02*GeV]],1.038300E-01*pb],
[[[7.750000E+02*GeV,7.522000E+02*GeV],[7.750000E+02*GeV,7.522000E+02*GeV]],9.701700E-02*pb],
[[[7.750000E+02*GeV,7.472670E+02*GeV],[7.750000E+02*GeV,7.472670E+02*GeV]],9.096000E-02*pb],
[[[7.750000E+02*GeV,7.423330E+02*GeV],[7.750000E+02*GeV,7.423330E+02*GeV]],8.736700E-02*pb],
[[[7.750000E+02*GeV,7.374000E+02*GeV],[7.750000E+02*GeV,7.374000E+02*GeV]],8.721200E-02*pb],
[[[7.750000E+02*GeV,7.324670E+02*GeV],[7.750000E+02*GeV,7.324670E+02*GeV]],8.845600E-02*pb],
[[[7.750000E+02*GeV,7.275330E+02*GeV],[7.750000E+02*GeV,7.275330E+02*GeV]],8.861100E-02*pb],
[[[7.750000E+02*GeV,7.226000E+02*GeV],[7.750000E+02*GeV,7.226000E+02*GeV]],8.804300E-02*pb],
[[[7.750000E+02*GeV,7.176670E+02*GeV],[7.750000E+02*GeV,7.176670E+02*GeV]],9.114400E-02*pb],
[[[7.750000E+02*GeV,7.127330E+02*GeV],[7.750000E+02*GeV,7.127330E+02*GeV]],9.440600E-02*pb],
[[[7.750000E+02*GeV,7.078000E+02*GeV],[7.750000E+02*GeV,7.078000E+02*GeV]],1.002000E-01*pb],
[[[7.750000E+02*GeV,7.028670E+02*GeV],[7.750000E+02*GeV,7.028670E+02*GeV]],1.055600E-01*pb],
[[[7.750000E+02*GeV,6.979330E+02*GeV],[7.750000E+02*GeV,6.979330E+02*GeV]],1.129900E-01*pb],
[[[7.875000E+02*GeV,7.875000E+02*GeV],[7.875000E+02*GeV,7.875000E+02*GeV]],1.076800E-01*pb],
[[[7.875000E+02*GeV,7.745670E+02*GeV],[7.875000E+02*GeV,7.745670E+02*GeV]],1.076800E-01*pb],
[[[7.875000E+02*GeV,7.696330E+02*GeV],[7.875000E+02*GeV,7.696330E+02*GeV]],1.027100E-01*pb],
[[[7.875000E+02*GeV,7.647000E+02*GeV],[7.875000E+02*GeV,7.647000E+02*GeV]],9.780000E-02*pb],
[[[7.875000E+02*GeV,7.597670E+02*GeV],[7.875000E+02*GeV,7.597670E+02*GeV]],9.170500E-02*pb],
[[[7.875000E+02*GeV,7.548330E+02*GeV],[7.875000E+02*GeV,7.548330E+02*GeV]],8.588700E-02*pb],
[[[7.875000E+02*GeV,7.499000E+02*GeV],[7.875000E+02*GeV,7.499000E+02*GeV]],8.573100E-02*pb],
[[[7.875000E+02*GeV,7.449670E+02*GeV],[7.875000E+02*GeV,7.449670E+02*GeV]],8.515900E-02*pb],
[[[7.875000E+02*GeV,7.400330E+02*GeV],[7.875000E+02*GeV,7.400330E+02*GeV]],8.568000E-02*pb],
[[[7.875000E+02*GeV,7.351000E+02*GeV],[7.875000E+02*GeV,7.351000E+02*GeV]],8.583500E-02*pb],
[[[7.875000E+02*GeV,7.301670E+02*GeV],[7.875000E+02*GeV,7.301670E+02*GeV]],8.983700E-02*pb],
[[[7.875000E+02*GeV,7.252330E+02*GeV],[7.875000E+02*GeV,7.252330E+02*GeV]],9.309900E-02*pb],
[[[7.875000E+02*GeV,7.203000E+02*GeV],[7.875000E+02*GeV,7.203000E+02*GeV]],9.689000E-02*pb],
[[[7.875000E+02*GeV,7.153670E+02*GeV],[7.875000E+02*GeV,7.153670E+02*GeV]],1.027900E-01*pb],
[[[7.875000E+02*GeV,7.104330E+02*GeV],[7.875000E+02*GeV,7.104330E+02*GeV]],1.137600E-01*pb],
[[[8.000000E+02*GeV,8.000000E+02*GeV],[8.000000E+02*GeV,8.000000E+02*GeV]],1.065500E-01*pb],
[[[8.000000E+02*GeV,7.870670E+02*GeV],[8.000000E+02*GeV,7.870670E+02*GeV]],1.065500E-01*pb],
[[[8.000000E+02*GeV,7.821330E+02*GeV],[8.000000E+02*GeV,7.821330E+02*GeV]],1.017600E-01*pb],
[[[8.000000E+02*GeV,7.772000E+02*GeV],[8.000000E+02*GeV,7.772000E+02*GeV]],9.701300E-02*pb],
[[[8.000000E+02*GeV,7.722670E+02*GeV],[8.000000E+02*GeV,7.722670E+02*GeV]],9.085700E-02*pb],
[[[8.000000E+02*GeV,7.673330E+02*GeV],[8.000000E+02*GeV,7.673330E+02*GeV]],8.499600E-02*pb],
[[[8.000000E+02*GeV,7.624000E+02*GeV],[8.000000E+02*GeV,7.624000E+02*GeV]],8.434000E-02*pb],
[[[8.000000E+02*GeV,7.574670E+02*GeV],[8.000000E+02*GeV,7.574670E+02*GeV]],8.323800E-02*pb],
[[[8.000000E+02*GeV,7.525330E+02*GeV],[8.000000E+02*GeV,7.525330E+02*GeV]],8.424300E-02*pb],
[[[8.000000E+02*GeV,7.476000E+02*GeV],[8.000000E+02*GeV,7.476000E+02*GeV]],8.481100E-02*pb],
[[[8.000000E+02*GeV,7.426670E+02*GeV],[8.000000E+02*GeV,7.426670E+02*GeV]],8.977100E-02*pb],
[[[8.000000E+02*GeV,7.377330E+02*GeV],[8.000000E+02*GeV,7.377330E+02*GeV]],9.393800E-02*pb],
[[[8.000000E+02*GeV,7.328000E+02*GeV],[8.000000E+02*GeV,7.328000E+02*GeV]],9.539600E-02*pb],
[[[8.000000E+02*GeV,7.278670E+02*GeV],[8.000000E+02*GeV,7.278670E+02*GeV]],9.885900E-02*pb],
[[[8.000000E+02*GeV,7.229330E+02*GeV],[8.000000E+02*GeV,7.229330E+02*GeV]],1.085000E-01*pb],
[[[8.125000E+02*GeV,8.125000E+02*GeV],[8.125000E+02*GeV,8.125000E+02*GeV]],1.056000E-01*pb],
[[[8.125000E+02*GeV,7.995670E+02*GeV],[8.125000E+02*GeV,7.995670E+02*GeV]],1.056000E-01*pb],
[[[8.125000E+02*GeV,7.946330E+02*GeV],[8.125000E+02*GeV,7.946330E+02*GeV]],9.844900E-02*pb],
[[[8.125000E+02*GeV,7.897000E+02*GeV],[8.125000E+02*GeV,7.897000E+02*GeV]],9.423900E-02*pb],
[[[8.125000E+02*GeV,7.847670E+02*GeV],[8.125000E+02*GeV,7.847670E+02*GeV]],9.143800E-02*pb],
[[[8.125000E+02*GeV,7.798330E+02*GeV],[8.125000E+02*GeV,7.798330E+02*GeV]],8.548500E-02*pb],
[[[8.125000E+02*GeV,7.749000E+02*GeV],[8.125000E+02*GeV,7.749000E+02*GeV]],8.435400E-02*pb],
[[[8.125000E+02*GeV,7.699670E+02*GeV],[8.125000E+02*GeV,7.699670E+02*GeV]],8.116400E-02*pb],
[[[8.125000E+02*GeV,7.650330E+02*GeV],[8.125000E+02*GeV,7.650330E+02*GeV]],8.212900E-02*pb],
[[[8.125000E+02*GeV,7.601000E+02*GeV],[8.125000E+02*GeV,7.601000E+02*GeV]],8.313400E-02*pb],
[[[8.125000E+02*GeV,7.551670E+02*GeV],[8.125000E+02*GeV,7.551670E+02*GeV]],8.744800E-02*pb],
[[[8.125000E+02*GeV,7.502330E+02*GeV],[8.125000E+02*GeV,7.502330E+02*GeV]],9.247400E-02*pb],
[[[8.125000E+02*GeV,7.453000E+02*GeV],[8.125000E+02*GeV,7.453000E+02*GeV]],9.392700E-02*pb],
[[[8.125000E+02*GeV,7.403670E+02*GeV],[8.125000E+02*GeV,7.403670E+02*GeV]],9.530900E-02*pb],
[[[8.125000E+02*GeV,7.354330E+02*GeV],[8.125000E+02*GeV,7.354330E+02*GeV]],1.045600E-01*pb],
[[[8.250000E+02*GeV,8.250000E+02*GeV],[8.250000E+02*GeV,8.250000E+02*GeV]],1.059800E-01*pb],
[[[8.250000E+02*GeV,8.120670E+02*GeV],[8.250000E+02*GeV,8.120670E+02*GeV]],1.059800E-01*pb],
[[[8.250000E+02*GeV,8.071330E+02*GeV],[8.250000E+02*GeV,8.071330E+02*GeV]],9.495000E-02*pb],
[[[8.250000E+02*GeV,8.022000E+02*GeV],[8.250000E+02*GeV,8.022000E+02*GeV]],8.839600E-02*pb],
[[[8.250000E+02*GeV,7.972670E+02*GeV],[8.250000E+02*GeV,7.972670E+02*GeV]],9.023400E-02*pb],
[[[8.250000E+02*GeV,7.923330E+02*GeV],[8.250000E+02*GeV,7.923330E+02*GeV]],8.743300E-02*pb],
[[[8.250000E+02*GeV,7.874000E+02*GeV],[8.250000E+02*GeV,7.874000E+02*GeV]],8.426700E-02*pb],
[[[8.250000E+02*GeV,7.824670E+02*GeV],[8.250000E+02*GeV,7.824670E+02*GeV]],7.893900E-02*pb],
[[[8.250000E+02*GeV,7.775330E+02*GeV],[8.250000E+02*GeV,7.775330E+02*GeV]],7.985900E-02*pb],
[[[8.250000E+02*GeV,7.726000E+02*GeV],[8.250000E+02*GeV,7.726000E+02*GeV]],8.082500E-02*pb],
[[[8.250000E+02*GeV,7.676670E+02*GeV],[8.250000E+02*GeV,7.676670E+02*GeV]],8.446600E-02*pb],
[[[8.250000E+02*GeV,7.627330E+02*GeV],[8.250000E+02*GeV,7.627330E+02*GeV]],8.885100E-02*pb],
[[[8.250000E+02*GeV,7.578000E+02*GeV],[8.250000E+02*GeV,7.578000E+02*GeV]],9.023000E-02*pb],
[[[8.250000E+02*GeV,7.528670E+02*GeV],[8.250000E+02*GeV,7.528670E+02*GeV]],9.153400E-02*pb],
[[[8.250000E+02*GeV,7.479330E+02*GeV],[8.250000E+02*GeV,7.479330E+02*GeV]],1.022900E-01*pb],
[[[8.375000E+02*GeV,8.375000E+02*GeV],[8.375000E+02*GeV,8.375000E+02*GeV]],1.060000E-01*pb],
[[[8.375000E+02*GeV,8.245670E+02*GeV],[8.375000E+02*GeV,8.245670E+02*GeV]],1.060000E-01*pb],
[[[8.375000E+02*GeV,8.196330E+02*GeV],[8.375000E+02*GeV,8.196330E+02*GeV]],9.609100E-02*pb],
[[[8.375000E+02*GeV,8.147000E+02*GeV],[8.375000E+02*GeV,8.147000E+02*GeV]],8.545700E-02*pb],
[[[8.375000E+02*GeV,8.097670E+02*GeV],[8.375000E+02*GeV,8.097670E+02*GeV]],8.466400E-02*pb],
[[[8.375000E+02*GeV,8.048330E+02*GeV],[8.375000E+02*GeV,8.048330E+02*GeV]],8.647500E-02*pb],
